country,cn_code,description,direct_emissions,indirect_emissions,total_emissions,default_2026,default_2027,default_2028_onwards,production_route_code,production_route
New Zealand,72072015,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% but < 0,6% carbon, of square or rectangular cross-section, the width < twice the thickness, rolled or obtained by continuous casting (excl. free-cutting steel)",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,72072017,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,6% carbon, of square or rectangular cross-section, the width < twice the thickness, rolled or obtained by continuous casting (excl. free-cutting steel)",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,72072019,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of square or rectangular cross-section, the width < twice the thickness, forged",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,72072032,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25 of carbon, of rectangular ""other than square"" cross-section, the width measuring >= twice the thickness, rolled or obtained by continuous casting",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,72072039,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of rectangular ""other than square"" cross-section and the width >= twice the thickness, forged",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,72072052,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of circular or polygonal cross-section, rolled or obtained by continuous casting",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,72072059,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,6% carbon, of circular or polygonal cross-section, forged",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,72072080,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon (excl. those of square, rectangular, circular or polygonal cross-section)",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,7208,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled, not clad, plated or coated",2.42,,2.42,2.662,2.904,3.146,(C),"Carbon Steel, BF-BOF"
New Zealand,7209,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, cold-rolled ""cold-reduced"", not clad, plated or coated",2.43,,2.43,2.6730000000000005,2.916,3.1590000000000003,(C),"Carbon Steel, BF-BOF"
New Zealand,7210,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated",2.43,,2.43,2.6730000000000005,2.916,3.1590000000000003,(C),"Carbon Steel, BF-BOF"
New Zealand,72111300,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed box pass, not clad, plated or coated, of a width of > 150 mm but < 600 mm and a thickness of >= 4 mm, not in coils, without patterns in relief, commonly known as ""wide flats""",2.42,,2.42,2.662,2.904,3.146,(C),"Carbon Steel, BF-BOF"
New Zealand,72111400,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than hot-rolled, not clad, plated or coated, of a thickness of >= 4,75 mm (excl. ""wide flats"")",2.42,,2.42,2.662,2.904,3.146,(C),"Carbon Steel, BF-BOF"
New Zealand,72111900,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not clad, plated or coated, of a thickness < 4,75 mm (excl. ""wide flats"")",2.42,,2.42,2.662,2.904,3.146,(C),"Carbon Steel, BF-BOF"
New Zealand,721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight < 0,25% of carbon",2.43,,2.43,2.6730000000000005,2.916,3.1590000000000003,(C),"Carbon Steel, BF-BOF"
New Zealand,72112900,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight >= 0,25% of carbon",2.43,,2.43,2.6730000000000005,2.916,3.1590000000000003,(C),"Carbon Steel, BF-BOF"
New Zealand,721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked, but not clad, plated or coated",2.43,,2.43,2.6730000000000005,2.916,3.1590000000000003,(C),"Carbon Steel, BF-BOF"
New Zealand,7212,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated",2.43,,2.43,2.6730000000000005,2.916,3.1590000000000003,(C),"Carbon Steel, BF-BOF"
New Zealand,7213,"Bars and rods of iron or non-alloy steel, hot-rolled, in irregularly wound coils",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,72141000,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excl. in irregularly wound coils)",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,72142000,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations produced during the rolling process",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,72143000,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn or hot-extruded (excl. containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling)",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,721491,"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, of rectangular ""other than square"" cross-section (excl. containing indentations, ribs, grooves or other deformations produced during the rolling process, bars and rods twisted after rolling and free-cutting steel)",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,721499,"Bars and rods, of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded (excl. of rectangular [other than square] cross-section and those containing indentations, ribs, grooves or other deformations produced during the rolling process, and of non-alloy free-cutting steel)",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,7215,"Bars and rods, of iron or non-alloy steel, cold-formed or cold-finished, whether or not further worked, or hot-formed and further worked, n.e.s.",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,7216,"Angles, shapes and sections of iron or non-alloy steel, n.e.s.",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,721710,"Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excl. bars and rods)",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excl. bars and rods)",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,721730,"Wire of iron or non-alloy steel, in coils, plated or coated with base metals (excl. plated or coated with zinc, and bars and rods)",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excl. plated or coated with base metals, and bars and rods)",2.41,,2.41,2.651,2.892,3.1330000000000005,(C),"Carbon Steel, BF-BOF"
New Zealand,72181000,"Steel, stainless, in ingots and other primary forms (excl. waste and scrap in ingot form, and products obtained by continuous casting)",3.36,,3.36,3.696,4.032,4.368,,
New Zealand,721891,"Semi-finished products of stainless steel, of rectangular ""other than square"" cross-section",3.38,,3.38,3.718,4.056,4.394,,
New Zealand,72189911,"Semi-finished products of stainless steel, of square cross-section, rolled or obtained by continuous casting",3.38,,3.38,3.718,4.056,4.394,,
New Zealand,72189919,"Semi-finished products of stainless steel, of square cross-section, forged",3.36,,3.36,3.696,4.032,4.368,,
New Zealand,72189920,"Semi-finished products of stainless steel, of circular cross-section or of cross-section other than square or rectangular, rolled or obtained by continuous casting",3.38,,3.38,3.718,4.056,4.394,,
New Zealand,72189980,"Semi-finished products of stainless steel, forged (excl. products of square or rectangular cross-section)",3.36,,3.36,3.696,4.032,4.368,,
New Zealand,72191100,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of > 10 mm",3.38,,3.38,3.718,4.056,4.394,,
New Zealand,721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 4,7 mm and <= 10 mm",3.38,,3.38,3.718,4.056,4.394,,
New Zealand,721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 3 mm and < 4,75 mm",3.38,,3.38,3.718,4.056,4.394,,
New Zealand,721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of < 3 mm",3.38,,3.38,3.718,4.056,4.394,,
New Zealand,721921,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of > 10 mm",3.38,,3.38,3.718,4.056,4.394,,
New Zealand,721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 4,75 mm and <= 10 mm",3.38,,3.38,3.718,4.056,4.394,,
New Zealand,72192300,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 3 mm and < 4,75 mm",3.38,,3.38,3.718,4.056,4.394,,
New Zealand,72192400,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of < 3 mm",3.38,,3.38,3.718,4.056,4.394,,
New Zealand,72193100,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 4,75 mm",3.39,,3.39,3.729000000000001,4.068,4.407,,
New Zealand,721932,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 3 mm but < 4,75 mm",3.39,,3.39,3.729000000000001,4.068,4.407,,
New Zealand,721933,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of > 1 mm but < 3 mm",3.39,,3.39,3.729000000000001,4.068,4.407,,
New Zealand,721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 0,5 mm but <= 1 mm",3.39,,3.39,3.729000000000001,4.068,4.407,,
New Zealand,721935,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of < 0,5 mm",3.39,,3.39,3.729000000000001,4.068,4.407,,
New Zealand,721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked",3.39,,3.39,3.729000000000001,4.068,4.407,,
New Zealand,72201100,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, of a thickness of >= 4,75 mm",3.38,,3.38,3.718,4.056,4.394,,
New Zealand,72201200,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, of a thickness of < 4,75 mm",3.38,,3.38,3.718,4.056,4.394,,
New Zealand,722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ""cold-reduced""",3.39,,3.39,3.729000000000001,4.068,4.407,,
New Zealand,722090,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked",3.39,,3.39,3.729000000000001,4.068,4.407,,
New Zealand,7221,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",3.36,,3.36,3.696,4.032,4.368,,
New Zealand,722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of circular cross-section",3.36,,3.36,3.696,4.032,4.368,,
New Zealand,722219,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excl. of circular cross-section)",3.36,,3.36,3.696,4.032,4.368,,
New Zealand,722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",3.36,,3.36,3.696,4.032,4.368,,
New Zealand,722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or not further worked than forged, or forged, or hot-formed by other means and further worked, n.e.s.",3.36,,3.36,3.696,4.032,4.368,,
New Zealand,722240,"Angles, shapes and sections of stainless steel, n.e.s.",3.36,,3.36,3.696,4.032,4.368,,
New Zealand,722300,"Wire of stainless steel, in coils (excl. bars and rods)",3.36,,3.36,3.696,4.032,4.368,,
New Zealand,722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excl. waste and scrap in ingot form, and products obtained by continuous casting)",3.5,,3.5,3.850000000000001,4.2,4.55,(F),"Low Alloy Steel, BF-BOF"
New Zealand,72249002,Semi-finished products of tool steel,3.52,,3.52,3.872,4.224,4.5760000000000005,(F),"Low Alloy Steel, BF-BOF"
New Zealand,72249003,"Semi-finished products of high-speed steel, of square or rectangular cross-section, hot-rolled or obtained by continuous casting the width measuring < twice the thickness",3.52,,3.52,3.872,4.224,4.5760000000000005,(F),"Low Alloy Steel, BF-BOF"
New Zealand,72249005,"Semi-finished products of steel containing by weight <= 0,7% of carbon, 0,5% to 1,2% of manganese, 0,6% to 2,3% of silicon, or of steel containing by weight >= 0,0008% of boron with any other element < the minimum content referred to in Note 1 f to chapter 72, of square or rectangular cross-section, hot rolled or obtained by continuous casting, the width measuring < twice the thickness",3.52,,3.52,3.872,4.224,4.5760000000000005,(F),"Low Alloy Steel, BF-BOF"
New Zealand,72249007,"Semi-finished products of alloy steel other than stainless steel, of square or rectangular cross-section, hot-rolled or obtained by continuous casting, the width measuring < twice the thickness (excl. of tool steel, high-speed steel and articles of subheading 7224.90.05)",3.52,,3.52,3.872,4.224,4.5760000000000005,(F),"Low Alloy Steel, BF-BOF"
New Zealand,72249014,"Semi-finished products of alloy steel other than stainless steel, of square or rectangular cross-section, hot-rolled or obtained by continuous casting, the width measuring >= twice the thickness (excl. of tool steel)",3.52,,3.52,3.872,4.224,4.5760000000000005,(F),"Low Alloy Steel, BF-BOF"
New Zealand,72249018,"Semi-finished products of alloy steel other than stainless steel, of square or rectangular cross-section, forged (excl. of tool steel)",3.5,,3.5,3.850000000000001,4.2,4.55,(F),"Low Alloy Steel, BF-BOF"
New Zealand,72249031,"Semi-finished products of steel containing by weight 0,9% to 1,15% carbon, 0,5% to 2% of chromium and, if present, <= 0,5% of molybdenum, cut into shapes other than square or rectangular, hot-rolled or obtained by continuous casting",3.52,,3.52,3.872,4.224,4.5760000000000005,(F),"Low Alloy Steel, BF-BOF"
New Zealand,72249038,"Semi-finished products of alloy steel, other than stainless steel, cut into shapes other than square or rectangular, hot-rolled or obtained by continuous casting (excl. of tool steel and products containing by weight 0,9% to 1,15% of carbon, 0,5% to 2% of chromium and, if present, <= 0,5% of molybdenum)",3.52,,3.52,3.872,4.224,4.5760000000000005,(F),"Low Alloy Steel, BF-BOF"
